Comunidad autónoma de residencia	Concepto turístico	Tipo de dato	Periodo	Total
Total	Pernoctaciones	Valor absoluto	2017T3	401.122.793
Total	Pernoctaciones	Valor absoluto	2017T2	157.124.532
Total	Pernoctaciones	Valor absoluto	2017T1	114.982.692
Total	Pernoctaciones	Valor absoluto	2016T4	128.163.957
Total	Pernoctaciones	Valor absoluto	2016T3	386.402.420
Total	Pernoctaciones	Valor absoluto	2016T2	127.277.626
Total	Pernoctaciones	Valor absoluto	2016T1	138.480.507
Total	Pernoctaciones	Valor absoluto	2015T4	122.540.112
Total	Pernoctaciones	Valor absoluto	2015T3	372.115.182
Total	Pernoctaciones	Valor absoluto	2015T2	150.129.408
Total	Pernoctaciones	Valor absoluto	2015T1	104.886.097
Total	Pernoctaciones	Distribución porcentual	2023T4	100
Total	Pernoctaciones	Distribución porcentual	2023T3	100
Total	Pernoctaciones	Distribución porcentual	2023T2	100
Total	Pernoctaciones	Distribución porcentual	2023T1	100
Total	Pernoctaciones	Distribución porcentual	2022T4	100
Total	Pernoctaciones	Distribución porcentual	2022T3	100
Total	Pernoctaciones	Distribución porcentual	2022T2	100
Total	Pernoctaciones	Distribución porcentual	2022T1	100
Total	Pernoctaciones	Distribución porcentual	2021T4	100
Total	Pernoctaciones	Distribución porcentual	2021T3	100
Total	Pernoctaciones	Distribución porcentual	2021T2	100
Total	Pernoctaciones	Distribución porcentual	2021T1	100
Total	Pernoctaciones	Distribución porcentual	2020T4	100
Total	Pernoctaciones	Distribución porcentual	2020T3	100
Total	Pernoctaciones	Distribución porcentual	2020T2	100
Total	Pernoctaciones	Distribución porcentual	2020T1	100
Total	Pernoctaciones	Distribución porcentual	2019T4	100
Total	Pernoctaciones	Distribución porcentual	2019T3	100
Total	Pernoctaciones	Distribución porcentual	2019T2	100
Total	Pernoctaciones	Distribución porcentual	2019T1	100
Total	Pernoctaciones	Distribución porcentual	2018T4	100
Total	Pernoctaciones	Distribución porcentual	2018T3	100
Total	Pernoctaciones	Distribución porcentual	2018T2	100
Total	Pernoctaciones	Distribución porcentual	2018T1	100
Total	Pernoctaciones	Distribución porcentual	2017T4	100
Total	Pernoctaciones	Distribución porcentual	2017T3	100
Total	Pernoctaciones	Distribución porcentual	2017T2	100
Total	Pernoctaciones	Distribución porcentual	2017T1	100
Total	Pernoctaciones	Distribución porcentual	2016T4	100
Total	Pernoctaciones	Distribución porcentual	2016T3	100
Total	Pernoctaciones	Distribución porcentual	2016T2	100
Total	Pernoctaciones	Distribución porcentual	2016T1	100
Total	Pernoctaciones	Distribución porcentual	2015T4	100
Total	Pernoctaciones	Distribución porcentual	2015T3	100
Total	Pernoctaciones	Distribución porcentual	2015T2	100
Total	Pernoctaciones	Distribución porcentual	2015T1	100
Total	Pernoctaciones	Acumulado en lo que va de año	2023T4	802.083.174
Total	Pernoctaciones	Acumulado en lo que va de año	2023T3	660.418.677
Total	Pernoctaciones	Acumulado en lo que va de año	2023T2	277.202.162
Total	Pernoctaciones	Acumulado en lo que va de año	2023T1	117.734.683
Total	Pernoctaciones	Acumulado en lo que va de año	2022T4	745.821.861
Total	Pernoctaciones	Acumulado en lo que va de año	2022T3	619.518.713
Total	Pernoctaciones	Acumulado en lo que va de año	2022T2	252.362.833
Total	Pernoctaciones	Acumulado en lo que va de año	2022T1	102.560.633
Total	Pernoctaciones	Acumulado en lo que va de año	2021T4	626.172.389
Total	Pernoctaciones	Acumulado en lo que va de año	2021T3	508.289.244
Total	Pernoctaciones	Acumulado en lo que va de año	2021T2	148.338.932
Total	Pernoctaciones	Acumulado en lo que va de año	2021T1	51.693.146
Total	Pernoctaciones	Acumulado en lo que va de año	2020T4	493.409.224
Total	Pernoctaciones	Acumulado en lo que va de año	2020T3	430.480.127
Total	Pernoctaciones	Acumulado en lo que va de año	2020T2	137.309.895
Total	Pernoctaciones	Acumulado en lo que va de año	2020T1	100.295.749
Total	Pernoctaciones	Acumulado en lo que va de año	2019T4	793.908.137
Total	Pernoctaciones	Acumulado en lo que va de año	2019T3	666.669.739
Total	Pernoctaciones	Acumulado en lo que va de año	2019T2	287.781.144
Total	Pernoctaciones	Acumulado en lo que va de año	2019T1	129.153.915
Total	Pernoctaciones	Acumulado en lo que va de año	2018T4	796.139.237
Total	Pernoctaciones	Acumulado en lo que va de año	2018T3	667.662.235
Total	Pernoctaciones	Acumulado en lo que va de año	2018T2	281.989.291
Total	Pernoctaciones	Acumulado en lo que va de año	2018T1	125.529.721
Total	Pernoctaciones	Acumulado en lo que va de año	2017T4	801.948.843
Total	Pernoctaciones	Acumulado en lo que va de año	2017T3	673.230.018
Total	Pernoctaciones	Acumulado en lo que va de año	2017T2	272.107.225
Total	Pernoctaciones	Acumulado en lo que va de año	2017T1	114.982.692
Total	Pernoctaciones	Acumulado en lo que va de año	2016T4	780.324.511
Total	Pernoctaciones	Acumulado en lo que va de año	2016T3	652.160.554
Total	Pernoctaciones	Acumulado en lo que va de año	2016T2	265.758.133
Total	Pernoctaciones	Acumulado en lo que va de año	2016T1	138.480.507
Total	Pernoctaciones	Acumulado en lo que va de año	2015T4	749.670.798
Total	Pernoctaciones	Acumulado en lo que va de año	2015T3	627.130.686
Total	Pernoctaciones	Acumulado en lo que va de año	2015T2	255.015.504
Total	Pernoctaciones	Acumulado en lo que va de año	2015T1	104.886.097
Total	Pernoctaciones	Distribución porcentual del acumulado	2023T4	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2023T3	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2023T2	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2023T1	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2022T4	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2022T3	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2022T2	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2022T1	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2021T4	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2021T3	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2021T2	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2021T1	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2020T4	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2020T3	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2020T2	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2020T1	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2019T4	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2019T3	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2019T2	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2019T1	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2018T4	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2018T3	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2018T2	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2018T1	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2017T4	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2017T3	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2017T2	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2017T1	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2016T4	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2016T3	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2016T2	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2016T1	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2015T4	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2015T3	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2015T2	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2015T1	100
Total	Pernoctaciones	Variación anual	2023T4	12,16
Total	Pernoctaciones	Variación anual	2023T3	4,37
Total	Pernoctaciones	Variación anual	2023T2	6,45
Total	Pernoctaciones	Variación anual	2023T1	14,8
Total	Pernoctaciones	Variación anual	2022T4	7,14
Total	Pernoctaciones	Variación anual	2022T3	2
Total	Pernoctaciones	Variación anual	2022T2	55
Total	Pernoctaciones	Variación anual	2022T1	98,4
Total	Pernoctaciones	Variación anual	2021T4	87,33
Total	Pernoctaciones	Variación anual	2021T3	22,78
Total	Pernoctaciones	Variación anual	2021T2	161,11
Total	Pernoctaciones	Variación anual	2021T1	-48,46
Total	Pernoctaciones	Variación anual	2020T4	-50,54
Total	Pernoctaciones	Variación anual	2020T3	-22,62
Total	Pernoctaciones	Variación anual	2020T2	-76,67
Total	Pernoctaciones	Variación anual	2020T1	-22,34
Total	Pernoctaciones	Variación anual	2019T4	-0,96
Total	Pernoctaciones	Variación anual	2019T3	-1,76
Total	Pernoctaciones	Variación anual	2019T2	1,39
Total	Pernoctaciones	Variación anual	2019T1	2,89
Total	Pernoctaciones	Variación anual	2018T4	-0,19
Total	Pernoctaciones	Variación anual	2018T3	-3,85
Total	Pernoctaciones	Variación anual	2018T2	-0,42
Total	Pernoctaciones	Variación anual	2018T1	9,17
Total	Pernoctaciones	Variación anual	2017T4	0,43
Total	Pernoctaciones	Variación anual	2017T3	3,81
Total	Pernoctaciones	Variación anual	2017T2	23,45
Total	Pernoctaciones	Variación anual	2017T1	-16,97
Total	Pernoctaciones	Variación anual	2016T4	4,59
Total	Pernoctaciones	Variación anual	2016T3	3,84
Total	Pernoctaciones	Variación anual	2016T2	-15,22
Total	Pernoctaciones	Variación anual	2016T1	32,03
Total	Pernoctaciones	Variación anual	2015T4	""
Total	Pernoctaciones	Variación anual	2015T3	""
Total	Pernoctaciones	Variación anual	2015T2	""
Total	Pernoctaciones	Variación anual	2015T1	""
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T4	7,54
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T3	6,6
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T2	9,84
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T1	14,8
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T4	19,11
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T3	21,88
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T2	70,13
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T1	98,4
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T4	26,91
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T3	18,07
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T2	8,03
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T1	-48,46
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T4	-37,85
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T3	-35,43
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T2	-52,29
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T1	-22,34
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T4	-0,28
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T3	-0,15
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T2	2,05
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T1	2,89
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T4	-0,72
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T3	-0,83
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T2	3,63
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T1	9,17
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T4	2,77
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T3	3,23
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T2	2,39
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T1	-16,97
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T4	4,09
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T3	3,99
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T2	4,21
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T1	32,03
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T4	""
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T3	""
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T2	""
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T1	""
Total	Gasto total	Valor absoluto	2023T4	12.541.986,69
Total	Gasto total	Valor absoluto	2023T3	23.561.140,93
Total	Gasto total	Valor absoluto	2023T2	13.335.353,31
Total	Gasto total	Valor absoluto	2023T1	9.311.544,74
Total	Gasto total	Valor absoluto	2022T4	10.563.173,24
Total	Gasto total	Valor absoluto	2022T3	21.026.463,14
Total	Gasto total	Valor absoluto	2022T2	11.657.125,26
Total	Gasto total	Valor absoluto	2022T1	7.045.248,06
Total	Gasto total	Valor absoluto	2021T4	8.138.682,86
Total	Gasto total	Valor absoluto	2021T3	16.718.291,62
Total	Gasto total	Valor absoluto	2021T2	5.403.894,91
Total	Gasto total	Valor absoluto	2021T1	2.259.815,76
Total	Gasto total	Valor absoluto	2020T4	2.649.720,09
Total	Gasto total	Valor absoluto	2020T3	10.782.999,89
Total	Gasto total	Valor absoluto	2020T2	1.261.489,28
Total	Gasto total	Valor absoluto	2020T1	6.440.847,52
Total	Gasto total	Valor absoluto	2019T4	9.021.576,22
Total	Gasto total	Valor absoluto	2019T3	19.296.877,26
Total	Gasto total	Valor absoluto	2019T2	11.429.924,81
Total	Gasto total	Valor absoluto	2019T1	8.317.465,41
Total	Gasto total	Valor absoluto	2018T4	8.938.381,82
Total	Gasto total	Valor absoluto	2018T3	18.941.756,39
Total	Gasto total	Valor absoluto	2018T2	11.097.516,37
Total	Gasto total	Valor absoluto	2018T1	7.965.303,03
Total	Gasto total	Valor absoluto	2017T4	8.595.080,91
